filename,text,up_votes,down_votes,age,gender,accent,duration
cv-invalid/sample-004482.mp3,the sheep will get used to my not being there too the boy thought,13,3,thirties,male,indian,
cv-invalid/sample-004483.mp3,lemons and thyme should go well,0,1,fourties,male,,
cv-invalid/sample-004484.mp3,the level ground was blackened as far as one could see and it was still giving off smoke,0,2,,,,
cv-invalid/sample-004485.mp3,it was starlight and i explained the signs of the zodiac to her,1,6,,,,
cv-invalid/sample-004486.mp3,but he's on the right track,1,2,,,,
cv-invalid/sample-004487.mp3,he knew he was stronger than his friend,0,3,fifties,female,us,
cv-invalid/sample-004488.mp3,henderson went into the railway station to telegraph the news to london,1,2,,,,
cv-invalid/sample-004489.mp3,and i'm certain you'll find it the alchemist said,1,2,,,,
cv-invalid/sample-004490.mp3,its lower end was still embedded,0,1,fourties,male,england,
cv-invalid/sample-004491.mp3,let me tell you what will happen,0,2,,,,
cv-invalid/sample-004492.mp3,this is a ludicrous situation,0,1,,,,
cv-invalid/sample-004493.mp3,i wished i had a light to smoke by,0,5,,,,
cv-invalid/sample-004494.mp3,and then there were the others who were interested only in gold,0,1,,,,
cv-invalid/sample-004495.mp3,had our instruments permitted it we might have been able to see the trouble way back when,1,5,,,,
cv-invalid/sample-004496.mp3,can't you just observe men and omens in order to understand the language the boy asked,0,1,fifties,male,,
cv-invalid/sample-004497.mp3,most meteorites are more or less rounded,1,2,,,,
cv-invalid/sample-004498.mp3,and the murmur lasted longer than a simple vow would have,3,4,twenties,male,indian,
cv-invalid/sample-004499.mp3,some went away while i was there and other people came,0,14,,,,
cv-invalid/sample-004500.mp3,in some places the ground was covered with the salt of driedup lakes,0,1,thirties,male,england,
cv-invalid/sample-004501.mp3,he moved about invisible but everyone could hear him,0,1,,,,
cv-invalid/sample-004502.mp3,her old man was doc mitchell,0,2,,,,
cv-invalid/sample-004503.mp3,this morning i found a calculator taped to my wii,0,1,,,,
cv-invalid/sample-004504.mp3,i thought about whether we should find coins and models in it and so on,2,5,,,,
cv-invalid/sample-004505.mp3,because you have already lost your savings twice,0,1,,,,
cv-invalid/sample-004506.mp3,he felt weighted down by the centuries of time since the pyramids had been built,0,2,,,,
cv-invalid/sample-004507.mp3,don't wait till the game is called on account of darkness,0,2,fifties,female,indian,
cv-invalid/sample-004508.mp3,the boy thought about the crystal merchant,0,1,,,,
cv-invalid/sample-004509.mp3,the boy was suddenly happy to be there at the warehouse,0,1,twenties,female,us,
cv-invalid/sample-004510.mp3,i could have helped her,0,2,,,,
cv-invalid/sample-004511.mp3,undefined,0,1,,,,
cv-invalid/sample-004512.mp3,i never had any such idea,0,2,,,,
cv-invalid/sample-004513.mp3,it has happened many times before,0,1,teens,female,england,
cv-invalid/sample-004514.mp3,and you ought to read more about the world answered the englishman,0,1,,,,
cv-invalid/sample-004515.mp3,the drivers carried the freight themselves over such treacherous footing and then reloaded the camels,0,1,,,,
cv-invalid/sample-004516.mp3,it was engineering at its finest,0,1,,,,
cv-invalid/sample-004517.mp3,it's a terrible reflection on our city,0,2,,,,
cv-invalid/sample-004518.mp3,he seemed unfriendly and had looked irritated when the boy had entered,0,2,,,,
cv-invalid/sample-004519.mp3,here's the picture of my wife,0,1,twenties,male,us,
cv-invalid/sample-004520.mp3,undefined,0,1,twenties,male,us,
cv-invalid/sample-004521.mp3,i used to look at those women and envy them their happiness,10,3,,,,
cv-invalid/sample-004522.mp3,they're not for sale he said,1,2,,,,
cv-invalid/sample-004523.mp3,hundreds of observers saw the flame that night and the night after,2,5,,,,
cv-invalid/sample-004524.mp3,another person was there to help him toward his destiny,1,2,teens,male,us,
cv-invalid/sample-004525.mp3,i'm looking for a treasure said the boy and he immediately regretted having said it,1,2,,,,
cv-invalid/sample-004526.mp3,the heather was on fire and you could see a thin blue smoke rising up slowly,0,4,,,,
cv-invalid/sample-004527.mp3,undefined,0,2,,,,
cv-invalid/sample-004528.mp3,they were looking only for gold his companion answered,0,1,,,,
cv-invalid/sample-004529.mp3,i know what you're feeling,0,1,fifties,female,australia,
cv-invalid/sample-004530.mp3,she'll be back in a second,0,1,,,,
cv-invalid/sample-004531.mp3,i'm going to them,2,3,,,,
cv-invalid/sample-004532.mp3,among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby,2,3,,,,
cv-invalid/sample-004533.mp3,may i see it,0,1,,,,
cv-invalid/sample-004534.mp3,he arose and taking up his crook began to awaken the sheep that still slept,1,2,twenties,male,australia,
cv-invalid/sample-004535.mp3,never heard of such a thing,0,1,,,,
cv-invalid/sample-004536.mp3,an huge hole had been made by the impact of the projectile,0,1,,,,
cv-invalid/sample-004537.mp3,then suddenly they kneel and die,0,3,,,,
cv-invalid/sample-004538.mp3,the englishman was disappointed,1,4,,,,
cv-invalid/sample-004539.mp3,all they wanted was food and water,0,1,,,,
cv-invalid/sample-004540.mp3,let's get out of here said the new arrival,1,2,,,,
cv-invalid/sample-004541.mp3,we don't know what's in the confounded thing do you,1,3,,,,
cv-invalid/sample-004542.mp3,you dont compare directly to existing stateoftheart methods,0,1,twenties,male,,
cv-invalid/sample-004543.mp3,start pounding that typewriter,0,3,,,,
cv-invalid/sample-004544.mp3,there were raised voicesand some sort of struggle appeared to be going on ,1,3,,,,
cv-invalid/sample-004545.mp3,let's make a night of it,0,1,twenties,female,,
cv-invalid/sample-004546.mp3,it was a cobra whose venom could kill a person in minutes,0,1,,,,
cv-invalid/sample-004547.mp3,i thought about the difficulties in translation that might arise,0,3,,,,
cv-invalid/sample-004548.mp3,if you have to wait until the war is over then wait,1,2,,,,
cv-invalid/sample-004549.mp3,he had seen kings and beggars walking the desert sands,0,2,,,,
cv-invalid/sample-004550.mp3,there's a bunch of autograph seekers out front,0,1,thirties,male,us,
cv-invalid/sample-004551.mp3,one can imagine these two covered with sand running up the little street in the bright sunlight,1,3,,,,
cv-invalid/sample-004552.mp3,wouldn't it be nice if we were like that,0,1,,,,
cv-invalid/sample-004553.mp3,hundreds of observers saw the flame that night and the night after,1,2,,,,
cv-invalid/sample-004554.mp3,then came the night of the first falling star,0,1,,,,
cv-invalid/sample-004555.mp3,it was as if it quivered but really this was the telescope vibrating,0,1,,,,
cv-invalid/sample-004556.mp3,the englishman could not contain his excitement,1,2,twenties,male,canada,
cv-invalid/sample-004557.mp3,undefined,0,2,,,,
cv-invalid/sample-004558.mp3,i find the other argument dubious,0,1,thirties,male,us,
cv-invalid/sample-004559.mp3,he knew nothing about the customs of the strange land he was in,1,2,,,,
cv-invalid/sample-004560.mp3,he heard a muffled grating sound and saw the black mark jerk forward an inch or so,1,2,,,,
cv-invalid/sample-004561.mp3,the only shadow was that of the few scattered pine trees,0,4,thirties,male,australia,
cv-invalid/sample-004562.mp3,tell them it's a case of serious delirium,0,1,,,,
cv-invalid/sample-004563.mp3,even then he hardly understood what this meant,1,2,twenties,female,australia,
cv-invalid/sample-004564.mp3,monday morning at five o'clock,0,1,twenties,male,indian,
cv-invalid/sample-004565.mp3,he had never imagined that questions about life would be of such importance to a shepherd,0,1,,,,
cv-invalid/sample-004566.mp3,gold would lose its value,0,1,,,,
cv-invalid/sample-004567.mp3,one by one the campfires were extinguished and the oasis fell as quiet as the desert,1,7,,,,
cv-invalid/sample-004568.mp3,at once he connected the two incidents,1,2,,,,
cv-invalid/sample-004569.mp3,i should have repeated it for him,1,2,,,,
cv-invalid/sample-004570.mp3,its lower end was still embedded,24,245,twenties,male,malaysia,
cv-invalid/sample-004571.mp3,there were lights in the upper windows of the houses when the people went to bed,4,5,,,,
cv-invalid/sample-004572.mp3,i wished i had a light to smoke by,1,3,twenties,male,us,
cv-invalid/sample-004573.mp3,it was no more exciting than an overturned carriage or a tree blown across the road,0,4,,,,
cv-invalid/sample-004574.mp3,maybe the church with the sycamore growing from within had been haunted,0,1,,,,
cv-invalid/sample-004575.mp3,every day was there to be lived or to mark one's departure from this world,0,1,sixties,male,england,
cv-invalid/sample-004576.mp3,it spoke of journeys discoveries books and change,0,1,,,,
cv-invalid/sample-004577.mp3,yet it was a little too large for assurance,2,4,,,,
cv-invalid/sample-004578.mp3,it made a clicking sound when the officer tightened the handcuffs,0,1,fifties,female,indian,
cv-invalid/sample-004579.mp3,all that time the martians must have been getting ready,0,5,,,,
cv-invalid/sample-004580.mp3,do you want to go to work for me the merchant asked,0,1,,,,
cv-invalid/sample-004581.mp3,the city was still sleeping,0,4,,,,
cv-invalid/sample-004582.mp3,go back to watching the caravan he said,0,1,,,,
cv-invalid/sample-004583.mp3,then it was the radio,0,1,,,,
cv-invalid/sample-004584.mp3,it was better than the scent of the hookahs,0,2,,,,
cv-invalid/sample-004585.mp3,net neutrality preserves the weird and wonderfulness of the internet,0,2,fourties,male,,
cv-invalid/sample-004586.mp3,all things are one,0,1,,,,
cv-invalid/sample-004587.mp3,there were lights in the upper windows of the houses when the people went to bed,2,3,,,,
cv-invalid/sample-004588.mp3,then like a colony of worker ants they dismantled their stalls and left,0,1,seventies,male,england,
cv-invalid/sample-004589.mp3,my palms were sweaty and my mouth was dry it must be a phobia,0,1,,,,
cv-invalid/sample-004590.mp3,we're in no hurry the chief answered,0,2,,,,
cv-invalid/sample-004591.mp3,maybe we're all that way the boy mused,11,3,,male,us,
cv-invalid/sample-004592.mp3,throughout the entire day we will be on the lookout for our enemies,0,1,,,,
cv-invalid/sample-004593.mp3,so what do you want of me the sun asked,0,1,thirties,male,indian,
cv-invalid/sample-004594.mp3,did you actually give tamara that gun,0,2,,,,
cv-invalid/sample-004595.mp3,but they were not there,0,1,,,,
cv-invalid/sample-004596.mp3,hundreds of observers saw the flame that night and the night after,0,2,,,,
cv-invalid/sample-004597.mp3,the proportions were all wrong,0,1,twenties,female,england,
cv-invalid/sample-004598.mp3,the streamer of gas came out towards us,0,3,,,,
cv-invalid/sample-004599.mp3,sometime during the second year you'll remember about the treasure,0,2,,,,
cv-invalid/sample-004600.mp3,the company's stock value increased dramatically after they found a new medicine,0,1,fifties,female,indian,
cv-invalid/sample-004601.mp3,only when he consents,0,1,,,,
cv-invalid/sample-004602.mp3,his hands began to tremble and the woman sensed it,0,1,,,,
cv-invalid/sample-004603.mp3,a hedgehog was collecting brown leaves,0,1,,,,
cv-invalid/sample-004604.mp3,the boy's name was santiago,0,11,,,,
cv-invalid/sample-004605.mp3,then came the night of the first falling star,0,3,,,,
cv-invalid/sample-004606.mp3,i have had the same dream twice he said,0,1,,,,
cv-invalid/sample-004607.mp3,greece is the country where democracy was invented,0,1,thirties,male,us,
cv-invalid/sample-004608.mp3,most meteorites are more or less rounded,1,4,,,,
cv-invalid/sample-004609.mp3,the alchemist opened a bottle and poured a red liquid into the boy's cup,0,2,,,,
cv-invalid/sample-004610.mp3,he thought of the merchant's daughter and was sure that she had probably married,0,4,sixties,female,african,
cv-invalid/sample-004611.mp3,hundreds must have seen it and taken it for a falling star,0,1,,,,
cv-invalid/sample-004612.mp3,no one seemed to have thought about it that night,0,11,sixties,female,us,
cv-invalid/sample-004613.mp3,but they were not there,0,3,,,,
cv-invalid/sample-004614.mp3,you've resented me from the first moment you saw me,0,1,,,,
cv-invalid/sample-004615.mp3,i have the diet of a kid who found twenty dollars,0,7,,,,
cv-invalid/sample-004616.mp3,the guests of the party decided to go on the balcony,0,1,thirties,male,,
cv-invalid/sample-004617.mp3,he arose and taking up his crook began to awaken the sheep that still slept,0,1,,,,
cv-invalid/sample-004618.mp3,the shop folks were taking down their shutters and people were opening their bedroom windows,0,5,,,,
cv-invalid/sample-004619.mp3,the top of the cylinder was rotating on its body,0,6,,,,
cv-invalid/sample-004620.mp3,it would have been visible to me had i only looked up as it passed,0,1,,,,
cv-invalid/sample-004621.mp3,do you know someone here who cures people's illnesses the boy asked,0,1,,,,
cv-invalid/sample-004622.mp3,it helped me to trust in people the englishman answered,0,1,,,,
cv-invalid/sample-004623.mp3,there's no law against stealing stolen money,0,1,fifties,female,indian,
cv-invalid/sample-004624.mp3,how would you like to get a ticket next week,0,1,,,,
cv-invalid/sample-004625.mp3,had our instruments permitted it we might have been able to see the trouble way back when,1,2,twenties,female,us,
cv-invalid/sample-004626.mp3,my tax dollars pay for those public school proms,0,5,,,,
cv-invalid/sample-004627.mp3,i shall make us some ice cubes,0,3,,,,
cv-invalid/sample-004628.mp3,you didn't have to do any cleaning he said,0,1,,,,
cv-invalid/sample-004629.mp3,i'm not afraid of any newspapers,0,1,teens,female,,
cv-invalid/sample-004630.mp3,about an hour ago,0,1,,,,
cv-invalid/sample-004631.mp3,but why do you want a divorce,0,1,,,,
cv-invalid/sample-004632.mp3,this man looked exactly the same except that now the roles were reversed,0,3,twenties,male,indian,
cv-invalid/sample-004633.mp3,the day was dawning and the shepherd urged his sheep in the direction of the sun,1,2,,,,
cv-invalid/sample-004634.mp3,i got drunk yesterday and thought i built a super computer,0,3,,,,
cv-invalid/sample-004635.mp3,maybe tomorrow said the boy moving away,0,1,,,,
cv-invalid/sample-004636.mp3,he noticed the unequal cooling of its surface,0,3,,,,
cv-invalid/sample-004637.mp3,what would you do,0,1,,,,
cv-invalid/sample-004638.mp3,even if you cleaned my crystal for an entire year,2,9,twenties,female,indian,
cv-invalid/sample-004639.mp3,he was more certain of it than of anything in the world,0,1,,,,
cv-invalid/sample-004640.mp3,the boy knew and was now working toward it,0,1,fourties,male,england,
cv-invalid/sample-004641.mp3,i need to sell some wool the boy told the merchant,1,2,,,,
cv-invalid/sample-004642.mp3,lindsey promised to call you from new york tonight,0,1,,,,
cv-invalid/sample-004643.mp3,but none of that is from the pyramids said the alchemist,1,2,,,,
cv-invalid/sample-004644.mp3,but i didnt think that it contained any living creature,1,2,,,,
cv-invalid/sample-004645.mp3,happy new year to you all,0,3,,,,
cv-invalid/sample-004646.mp3,we're a different world,0,2,fifties,female,indian,
cv-invalid/sample-004647.mp3,it was no more exciting than an overturned carriage or a tree blown across the road,1,2,twenties,male,us,
cv-invalid/sample-004648.mp3,you don't have to be rich skinny popular or even own a cape to perform a random act of kindness,0,3,,,,
cv-invalid/sample-004649.mp3,maybe we'd better ask someone the boy suggested,0,1,thirties,male,us,
cv-invalid/sample-004650.mp3,my mind ran on the possibilities of its content,1,2,,,,
cv-invalid/sample-004651.mp3,all i want to do is be let alone,0,1,twenties,male,canada,
cv-invalid/sample-004652.mp3,i won't say anything,0,2,,,,
cv-invalid/sample-004653.mp3,i want to talk to both of you,0,3,,,,
cv-invalid/sample-004654.mp3,the old man knew how to read and had already read the book,0,5,,,,
cv-invalid/sample-004655.mp3,upon returning to the wise man he related in detail everything he had seen,0,1,,,,
cv-invalid/sample-004656.mp3,i've never had one before the merchant answered,0,1,,,,
cv-invalid/sample-004657.mp3,but he didn't stop,0,1,,,,
cv-invalid/sample-004658.mp3,in those days very few of the people had any idea about astronomy,0,3,,,,
cv-invalid/sample-004659.mp3,what makes you think they're even interested,0,1,fifties,female,england,
cv-invalid/sample-004660.mp3,the conversation was interrupted by the warehouse boss,0,4,,,,
cv-invalid/sample-004661.mp3,how do i guess at the future,0,1,,,,
cv-invalid/sample-004662.mp3,he ran his fingers slowly over the stones sensing their temperature and feeling their surfaces,0,1,,,,
cv-invalid/sample-004663.mp3,they're not concerned with that right now,0,1,,,,
cv-invalid/sample-004664.mp3,now i will drift gently off to dreamland,0,2,,,,
cv-invalid/sample-004665.mp3,when will we grow out of fidget spinners,0,1,,,,
cv-invalid/sample-004666.mp3,are you sure erik has our telephone number,0,1,fourties,female,england,
cv-invalid/sample-004667.mp3,but i didnt think that it contained any living creature,1,3,twenties,male,us,
cv-invalid/sample-004668.mp3,its lower end was still embedded,0,2,,,,
cv-invalid/sample-004669.mp3,they were people of the desert and clamored to hear his stories about the great cities,0,1,,,,
cv-invalid/sample-004670.mp3,'m all about those invisible cosmic connections that transcend time and distance,0,2,,,,
cv-invalid/sample-004671.mp3,but that was simply because my eye was tired,2,6,,,,
cv-invalid/sample-004672.mp3,the boy stood up shakily and looked once more at the pyramids,0,1,thirties,female,us,
cv-invalid/sample-004673.mp3,the loafers and golf caddies were used to hanging out near the railway station,1,2,,,,
cv-invalid/sample-004674.mp3,he noticed the unequal cooling of its surface,0,1,,,,
cv-invalid/sample-004675.mp3,some of those who saw its flight say it travelled with a hissing sound,1,2,,,,
cv-invalid/sample-004676.mp3,his arm seemed to be battling with whatever was in the hole,1,2,,,,
cv-invalid/sample-004677.mp3,the lift was operated by a pneumatic system,0,1,,,,
cv-invalid/sample-004678.mp3,he suggested that the boy look around the palace and return in two hours,0,1,,,,
cv-invalid/sample-004679.mp3,the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles,0,2,,,,
cv-invalid/sample-004680.mp3,there's nothing more we can do tonight,0,1,,,us,
cv-invalid/sample-004681.mp3,get the riot gear,0,1,,,,
cv-invalid/sample-004682.mp3,everyone when they are young knows what their destiny is,0,2,,,,
cv-invalid/sample-004683.mp3,but i felt miserable watching him wither away like a shriveled dandelion,0,1,,,,
cv-invalid/sample-004684.mp3,his eyes filled with tears as he spoke of the prophet,0,1,,,,
cv-invalid/sample-004685.mp3,he didn't know the man yet but his practiced eye would recognize him when he appeared,0,1,,,,
cv-invalid/sample-004686.mp3,as the englishman left fatima arrived and filled her vessel with water,1,2,,,,
cv-invalid/sample-004687.mp3,i'm not afraid of failing,0,2,,,,
cv-invalid/sample-004688.mp3,i found myself alone and saw the people on the other side of the pit running away,0,1,twenties,male,us,
cv-invalid/sample-004689.mp3,who the heck is johnny,0,1,,,,
cv-invalid/sample-004690.mp3,undefined,0,3,twenties,male,indian,
cv-invalid/sample-004691.mp3,let's go and have some lunch said the crystal merchant,0,3,,,,
cv-invalid/sample-004692.mp3,we'll have something to drink and eat these hawks,1,2,,,,
cv-invalid/sample-004693.mp3,they went on smoking the pipe for a while as the sun began to set,1,3,,,,
cv-invalid/sample-004694.mp3,we lit the lantern and walked over to his house,2,4,fourties,male,england,
cv-invalid/sample-004695.mp3,the book that most interested the boy told the stories of the famous alchemists,0,1,,,,
cv-invalid/sample-004696.mp3,the shepherd said nothing,0,2,,,,
cv-invalid/sample-004697.mp3,few people realise the immensity of vacancy,1,2,,,,
cv-invalid/sample-004698.mp3,sometimes i get so mad at you i can't see straight,0,1,thirties,male,england,
cv-invalid/sample-004699.mp3,he reached over and picked up a shell from the ground,0,1,,,,
cv-invalid/sample-004700.mp3,the boy knew and was now working toward it,0,1,,,,
cv-invalid/sample-004701.mp3,the boy began again to read his book but he was no longer able to concentrate,0,2,,,,
cv-invalid/sample-004702.mp3,that sobered him a little,15,6,,,,
cv-invalid/sample-004703.mp3,only in that way would he be able to read the omens,0,1,,,,
cv-invalid/sample-004704.mp3,there were really i think two or three hundred people elbowing one another,2,7,fourties,male,ireland,
cv-invalid/sample-004705.mp3,a long note was sounded on a bugle and everyone mounted up,0,1,,,,
cv-invalid/sample-004706.mp3,all things are one the old man had said,1,2,,,,
cv-invalid/sample-004707.mp3,the englishman had been profoundly impressed by the story,0,2,,,,
cv-invalid/sample-004708.mp3,that it was unable to deal with this boy who spoke the language of the world,1,2,,,,
cv-invalid/sample-004709.mp3,as i watched the planet seemed to grow larger and smaller,0,3,,,,
cv-invalid/sample-004710.mp3,so it's better to listen to what it has to say,1,2,fifties,female,us,
cv-invalid/sample-004711.mp3,it's because you were not born,0,1,fifties,female,indian,
cv-invalid/sample-004712.mp3,you know it is,0,1,,,,
cv-invalid/sample-004713.mp3,after all he had all his money,0,2,,,,
cv-invalid/sample-004714.mp3,when he emerged it was with a young arab dressed in white and gold,1,2,,,,
cv-invalid/sample-004715.mp3,i found a little crowd of about twenty people surrounding the huge hole,0,2,,,,
cv-invalid/sample-004716.mp3,but i didnt think that it contained any living creature,1,2,,,,
cv-invalid/sample-004717.mp3,before this i always looked to the desert with longing said fatima,0,3,,,,
cv-invalid/sample-004718.mp3,undefined,0,3,,,,
cv-invalid/sample-004719.mp3,the references were thick and impenetrable,0,1,fifties,male,us,
cv-invalid/sample-004720.mp3,as they moved along the boy tried to listen to his heart,0,1,,,,
cv-invalid/sample-004721.mp3,for at that time it had not occurred to him that it might be hollow,0,3,twenties,male,us,
cv-invalid/sample-004722.mp3,some went away while i was there and other people came,0,3,,,,
cv-invalid/sample-004723.mp3,i feel quite ambivalent about the article,0,1,,,,
cv-invalid/sample-004724.mp3,two more months passed and the shelf brought many customers into the crystal shop,0,1,,,,
cv-invalid/sample-004725.mp3,from the railway station in the distance came the sound of trains ringing and rumbling,11,3,,,,
cv-invalid/sample-004726.mp3,it was however still so hot from its flight through the air,1,2,fourties,male,england,
cv-invalid/sample-004727.mp3,so how will we name all these hurricanes,0,3,,,,
cv-invalid/sample-004728.mp3,they can be a museum a nearby town a park or any place that i have never been before,0,1,fifties,female,indian,
cv-invalid/sample-004729.mp3,we therefore oppose the resolution,0,1,,,,
cv-invalid/sample-004730.mp3,the achieved results are far behind the stateoftheart in image classification,0,1,thirties,male,canada,
cv-invalid/sample-004731.mp3,he really was a king,0,1,,,,
cv-invalid/sample-004732.mp3,and the murmur lasted longer than a simple vow would have,10,2,,,,
cv-invalid/sample-004733.mp3,rest well tonight as if you were a warrior preparing for combat,14,2,,,,
cv-invalid/sample-004734.mp3,how about that one there,0,1,twenties,male,indian,
cv-invalid/sample-004735.mp3,the old man wore a breastplate of heavy gold covered with precious stones,0,3,thirties,male,,
cv-invalid/sample-004736.mp3,it has happened many times before,0,1,,,,
cv-invalid/sample-004737.mp3,the thought was so dreadful to him that he forgot about the heat and went forward,0,1,,,,
cv-invalid/sample-004738.mp3,but one of them seized the boy and yanked him back out of the hole,0,1,,,,
cv-invalid/sample-004739.mp3,theresa couldn't feel any more dumb right now,0,1,,,,
cv-invalid/sample-004740.mp3,has he been here,0,2,twenties,female,indian,
cv-invalid/sample-004741.mp3,undefined,0,2,,,,
cv-invalid/sample-004742.mp3,what had been next to him five minutes ago was now at the other side,0,1,,,,
cv-invalid/sample-004743.mp3,who is your favourite author,0,2,sixties,male,australia,
cv-invalid/sample-004744.mp3,the old man knew how to read and had already read the book,0,2,,,,
cv-invalid/sample-004745.mp3,undefined,0,3,,,,
cv-invalid/sample-004746.mp3,scattered groups of people were hurrying from the direction of woking,0,1,,,,
cv-invalid/sample-004747.mp3,they mounted their horses and rode out in the direction of the pyramids of egypt,0,1,,,,
cv-invalid/sample-004748.mp3,she's just about to close up the library,0,1,,,,
cv-invalid/sample-004749.mp3,the virus spread faster than wildfire,0,1,,,,
cv-invalid/sample-004750.mp3,his internet connection was too slow,0,1,,,,
cv-invalid/sample-004751.mp3,i'm going home and see my wife and family,0,1,teens,female,us,
cv-invalid/sample-004752.mp3,there's one that says 'everything that happens once can never happen again,0,2,,,,
cv-invalid/sample-004753.mp3,the turf and gravel around it seemed charred as if by a sudden explosion,3,5,,,,
cv-invalid/sample-004754.mp3,why was it that he wanted the boy to serve as his instrument,18,2,,,,
cv-invalid/sample-004755.mp3,harry hoped he would see some success from the current project,0,1,,,,
cv-invalid/sample-004756.mp3,lucy's a newspaper woman,0,1,,,england,
cv-invalid/sample-004757.mp3,until then he had considered the omens to be things of this world,0,2,,,,
cv-invalid/sample-004758.mp3,they set off running wildly into the trees,0,2,,,,
cv-invalid/sample-004759.mp3,but there was something there in his heart that wouldn't allow him to do so,0,2,,,,
cv-invalid/sample-004760.mp3,the thought was so dreadful to him that he forgot about the heat and went forward,14,5,,,,
cv-invalid/sample-004761.mp3,air was either entering or escaping at the rim with a thin sizzling sound,1,2,thirties,male,us,
cv-invalid/sample-004762.mp3,even the guides spoke very little to one another,1,2,,,,
cv-invalid/sample-004763.mp3,to realize one's destiny is a person's only real obligation,0,1,,,,
cv-invalid/sample-004764.mp3,the snake fought frantically making hissing sounds that shattered the silence of the desert,0,1,,,,
cv-invalid/sample-004765.mp3,and i still claim i was right the night i proposed,0,1,,,,
cv-invalid/sample-004766.mp3,no one seemed to have thought about it that night,1,7,,,,
cv-invalid/sample-004767.mp3,and a guy named jefferson phillip,0,1,,,,
cv-invalid/sample-004768.mp3,sadly my dream of becoming a squirrel whisperer may never happen,0,2,,,,
cv-invalid/sample-004769.mp3,the rest of you get in here and riot,0,1,twenties,male,,
cv-invalid/sample-004770.mp3,but finally the merchant appeared and asked the boy to shear four sheep,0,5,,,,
cv-invalid/sample-004771.mp3,that's the man who knows all the secrets of the world she said,0,2,,,,
cv-invalid/sample-004772.mp3,my name is melchizedek said the old man,3,5,,,,
cv-invalid/sample-004773.mp3,the conversation was interrupted by the warehouse boss,1,2,twenties,male,indian,
cv-invalid/sample-004774.mp3,where are you bound asked the young arab,0,3,,,,
cv-invalid/sample-004775.mp3,when i returned to the common the sun was setting,1,2,,,,
cv-invalid/sample-004776.mp3,he moved about invisible but everyone could hear him,11,2,,,,
cv-invalid/sample-004777.mp3,he felt weighted down by the centuries of time since the pyramids had been built,0,1,,,,
cv-invalid/sample-004778.mp3,and the falcon then nourishes man,0,2,,,,
cv-invalid/sample-004779.mp3,darren never saw a bottle till he was six months old,0,1,,,,
cv-invalid/sample-004780.mp3,i'm going into the desert the man answered turning back to his reading,1,2,,,,
cv-invalid/sample-004781.mp3,the boy took them to the cliff where he had been on the previous day,0,1,thirties,female,indian,
cv-invalid/sample-004782.mp3,he didn't consider mending the hole  the stones could fall through any time they wanted,0,1,thirties,male,,
cv-invalid/sample-004783.mp3,he didn't want to cry with the other people there,0,1,,,,
cv-invalid/sample-004784.mp3,you don't have to be rich skinny popular or even own a cape to perform a random act of kindness,0,1,,,,
cv-invalid/sample-004785.mp3,we don't know what's in the confounded thing do you,0,4,,,,
cv-invalid/sample-004786.mp3,she don't know where laurence is,0,1,sixties,female,us,
cv-invalid/sample-004787.mp3,it could be computed in many ways which would give more or less equivalent results,0,1,,,us,
cv-invalid/sample-004788.mp3,something inside the cylinder was unscrewing the top,1,2,,,,
cv-invalid/sample-004789.mp3,sometimes there's just no way to hold back the river,0,1,,,,
cv-invalid/sample-004790.mp3,it's the other foreigner the englishman,0,2,fourties,male,,
cv-invalid/sample-004791.mp3,i'm going with you the boy said,0,1,,,,
cv-invalid/sample-004792.mp3,he had done this for years and knew the schedule of everyone who passed,2,4,,,,
cv-invalid/sample-004793.mp3,ten years at the university and here i am in a corral,1,2,twenties,male,indian,
cv-invalid/sample-004794.mp3,it was better than the scent of the hookahs,0,1,,,,
cv-invalid/sample-004795.mp3,it almost retained its shape,0,1,,,,
cv-invalid/sample-004796.mp3,but i'll make you and maria a business proposition,0,2,,,,
cv-invalid/sample-004797.mp3,he was more certain of it than of anything in the world,12,3,thirties,male,us,
cv-invalid/sample-004798.mp3,i learned how to care for sheep and i haven't forgotten how that's done,24,4,,,,
cv-invalid/sample-004799.mp3,undefined,0,3,thirties,male,england,
cv-invalid/sample-004800.mp3,they set off running wildly into the trees,0,3,,,,
cv-invalid/sample-004801.mp3,bodyhtml,0,4,twenties,male,indian,
cv-invalid/sample-004802.mp3,i need you to be spontaneous he asked me out to din din,0,3,,,,
cv-invalid/sample-004803.mp3,could i please see you a minute,0,2,,,,
cv-invalid/sample-004804.mp3,you point to a trail of ants leading into the house,0,7,,,,
cv-invalid/sample-004805.mp3,i'll have the paper send the money right down to you,0,1,thirties,male,us,
cv-invalid/sample-004806.mp3,some went away while i was there and other people came,0,3,,,,
cv-invalid/sample-004807.mp3,i hope it doesn't plunge jillian into bankruptcy,0,2,,,,
cv-invalid/sample-004808.mp3,relaxed and unhurried he resolved that he would walk through the narrow streets of tangier,60,9,,,,
cv-invalid/sample-004809.mp3,before the boy could reply a butterfly appeared and fluttered between him and the old man,0,1,,,,
cv-invalid/sample-004810.mp3,what did you say just a minute ago,0,2,fourties,male,indian,
cv-invalid/sample-004811.mp3,it infuriates me and i don't know why,0,1,,,,
cv-invalid/sample-004812.mp3,but you've got to leave me alone,0,2,twenties,male,us,
